,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Ref_Wave,Test_Wave,MOS,warp_q_mfcc,warp_q_mel,pesq
126,126,126,126,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/lpcn.wav,3.25942258,0.8521466269867066,2.5368085364420865,1.8212940692901611
127,127,127,127,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/lpcn.wav,3.214689889,0.7559929519389023,2.2638837356296144,1.6529276371002197
128,128,128,128,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/opus6.wav,1.71777883,0.9232679222481385,2.540200603205909,1.310980200767517
129,129,129,129,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/opus6.wav,1.97512892,0.914161062709455,2.814466443798399,1.5587663650512695
130,130,130,130,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/opus6.wav,1.43199682,0.9523521363000229,2.811806732589494,1.3497772216796875
131,131,131,131,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/opus6.wav,2.000542857,0.9105007332018986,2.4680650582915504,1.4861735105514526
132,132,132,132,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/opus6.wav,1.70151828,0.9116747353063043,2.628166669187352,1.5117483139038086
133,133,133,133,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/opus6.wav,1.884172887,0.9330997180759543,2.6921753996231477,1.3435879945755005
134,134,134,134,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/opus6.wav,1.709548714,0.9492608397923183,2.8347105660878076,1.359589695930481
135,135,135,135,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/opus6.wav,1.690654189,0.9537194132754363,2.9964071068861866,1.5075500011444092
136,136,136,136,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/opus6.wav,1.536894372,1.0008127151241044,2.3058246330107828,1.314222812652588
137,137,137,137,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/opus6.wav,1.656299537,0.908521508071523,2.435362928178216,1.471959114074707
138,138,138,138,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/opus6.wav,1.5768405,0.9825352997764751,2.269620088475847,1.3791704177856445
139,139,139,139,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/opus6.wav,1.805412026,0.9367548900745586,2.8602625996585984,1.4256131649017334
140,140,140,140,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/opus6.wav,1.863130774,0.9554451028582185,2.755232846363495,1.3860042095184326
141,141,141,141,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/opus6.wav,1.68573973,0.958973036406684,2.684690688774133,1.4799368381500244
142,142,142,142,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/opus6.wav,1.7256095830000002,0.9229923894534307,2.773927709472921,1.3907787799835205
143,143,143,143,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/opus6.wav,1.649346871,0.8738431960184443,2.4914369435547936,1.554384469985962
144,144,144,144,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/wavn.wav,3.631310492,0.8281520133630973,2.696690508451949,1.250828504562378
145,145,145,145,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/wavn.wav,4.032621345,0.8409198103199761,2.7838324580584475,1.437089443206787
146,146,146,146,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/wavn.wav,4.515683682,0.8155663937769411,2.649822519140894,1.436277985572815
147,147,147,147,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/wavn.wav,3.431291336,0.8953525169394163,2.5039944084720878,1.2192933559417725
148,148,148,148,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/wavn.wav,4.086055434,0.8406507488207605,2.6743520725233907,1.381939172744751
149,149,149,149,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/wavn.wav,3.959532916,0.8862368148742232,2.730803182613012,1.4080321788787842
150,150,150,150,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/wavn.wav,4.539774986,0.8230913864302302,2.618289895472917,1.4236509799957275
151,151,151,151,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/wavn.wav,4.017158907,0.8806623132331055,2.6834341835367272,1.3270008563995361
152,152,152,152,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/wavn.wav,3.755301912,0.8794027886528757,2.308078576556603,1.38386070728302
153,153,153,153,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/wavn.wav,3.88462889,0.9021359075259854,2.519899723821167,1.5052285194396973
154,154,154,154,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/wavn.wav,4.0157363,0.9110217379495701,2.1438388787996594,1.4283956289291382
155,155,155,155,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/wavn.wav,4.003241578,0.8890125517771018,2.7604140856092942,1.36669921875
156,156,156,156,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/wavn.wav,3.962085601,0.8476168071591327,2.6288902067679656,1.6085643768310547
157,157,157,157,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/wavn.wav,3.4731283360000003,0.9168047804682903,2.6238230351790173,1.4053725004196167
158,158,158,158,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/wavn.wav,3.961081797,0.8387338325396024,2.7585318258685074,1.4215031862258911
159,159,159,159,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/wavn.wav,4.209914321,0.8143613271701831,2.522660773112597,1.4017034769058228
