,0,1,2,3,4,5,6,7
0,0.973143934710133,0.3181366413876994,0.8355725175661547,0.4349560164589727,0.4398887349804994,0.4476096445162619,0.3949726359403033,0.5242654113772002
1,0.9872419194991208,0.5025622171671578,0.6944392277077095,0.5991360939739712,0.655887234371325,0.543625821937972,0.6574261171635899,0.8659790568404876
2,0.950862910802232,0.6571654946271798,0.7108175576180578,0.7592183937439779,0.947813990525575,0.6743677214229965,0.9181226073668548,1.0227584956658304
3,0.8936093750425559,0.6480111611901198,0.7215598349634376,0.8162038731645153,1.0027901438557545,0.6900547879211203,0.9201866015564744,1.0435296135886196
4,0.8596700228431341,0.6109146261477943,0.6847601984137804,0.7830511491880304,0.96530993380113,0.5907505304774003,0.7645475600177467,1.0665067960380996
5,0.8752446987308667,0.5692084126442754,0.7436236120608837,0.7603161489136764,0.9571272172781028,0.6372562701025477,0.7473925323796684,0.9469883619298624
6,0.9006159570745108,0.6142282559395502,0.7406090620754316,0.8421355650210717,1.0241582498536372,0.705169762335968,0.8694769583478122,0.9475097458497592
7,0.9276996440093392,0.6632706222484664,0.6984699787553492,0.8445948388870264,1.0154594725112198,0.7192170606633123,0.9828750310418926,1.0268829461765498
8,0.791378171549581,0.6022716151990571,0.6224001786613269,0.8574855073003895,1.0091703698411485,0.7435610559681238,0.9000285170212708,1.0003004084251566
9,0.7181230323829724,0.5541510485099025,0.5838013864433678,0.7614682622195934,0.9046185639219118,0.6585179750442287,0.7735498757862435,0.8682678144007163
10,0.7422366733425392,0.5330375708999638,0.6375755506573948,0.6950368052394126,0.8119727920220301,0.6053832285435223,0.7374228555475056,0.8148182987355626
11,0.8182166798315776,0.5669988256644265,0.6440242118782913,0.7215226147096839,0.8520789077796035,0.5985277001112624,0.712041285479559,0.7860900061237511
12,0.8085150896938843,0.5653275738277752,0.6219451215935259,0.7082692469139485,0.9299208460728146,0.5497383398017028,0.7356799360146162,0.8090080483234493
13,0.806903040973534,0.5689726985035297,0.6413145033708892,0.7154825932211744,0.8274156516675758,0.6284258709127185,0.6967818063442818,0.9405665211937124
14,0.7378381215370914,0.5809522176186974,0.6598604806914043,0.7203844571940742,0.8744091370478005,0.7219683497061408,0.7572923574150178,1.0002636684863218
15,0.7026154377233647,0.5045998324511473,0.6496116377071647,0.7397448744650761,0.8805927148281905,0.5948872648611475,0.7311420536032638,0.8813843479253177
16,0.7881199165681614,0.5488351565824913,0.7065634883139823,0.7427616597900945,0.8512529518390867,0.5661424933815459,0.705691984421238,0.866492449071666
17,0.7687887391853033,0.5970112606752955,0.7211572866612067,0.8022432183800037,0.8234500083616016,0.5872226208927,0.7973374475105645,0.9022714998174668
18,0.8062403735721435,0.6133369724202741,0.7333892628038177,0.7722665790443104,0.8340510796560242,0.604427941785273,0.817068215972933,0.9052101484552812
19,0.8511148075276425,0.6518843355697341,0.7515860775071675,0.7238992234102841,0.8588548715054423,0.7430504741974657,0.7670111789362873,0.8835408757712558
20,0.8308928389816093,0.6545330604059508,0.7480325047909492,0.7942534000725545,0.9312515219569906,0.6732108872485179,0.8627501110749823,0.907571488575213
21,0.7537330405651328,0.6348863388237916,0.6840648817319902,0.8197771583599491,0.9688146130470866,0.6165650622219283,0.887974136583638,0.8894288485815562
22,0.6649721045907975,0.538762525857248,0.5509730517896417,0.6819918061442704,0.8111567718830169,0.6147432970234882,0.6665124243347283,0.9075252080225296
23,0.7449468402052045,0.5015144224949499,0.5899611329268185,0.6169436693399806,0.7373332893929759,0.5607481649446039,0.6609266055728845,0.8823868879545053
24,0.906041525676784,0.5587966786866331,0.624689285005159,0.6817707692933276,0.8818565306630451,0.5967352720633002,0.7666648778319538,0.8333807311434213
25,0.9057028212063724,0.590168763824218,0.6055801197710413,0.753301102642784,0.936618547914952,0.5900095430786635,0.8052821749943186,0.8858197890787955
26,0.9213957331608214,0.5714031063363807,0.6520820790428107,0.7573843256672116,0.8748568777392585,0.5506274035642346,0.7644194816685626,0.8924928446914913
27,0.9139780883066284,0.5892902001865891,0.6325781007956647,0.792281763289001,0.8668982401183072,0.6106514504324845,0.7699533820399732,0.8456148476313594
28,0.8436848557615076,0.5383554477328224,0.6284854925297989,0.7890823710853989,0.8530078183583314,0.6202113448517874,0.70788364448577,0.8284702321788489
29,0.7136949106148458,0.5250663974759109,0.6580719704983063,0.732677177128271,0.8877256386014589,0.6519462469498155,0.6387026952885888,0.9427527564326448
30,0.7259608424619585,0.5834379275515305,0.7027164118142251,0.681446083515592,0.8979829897186187,0.6979663468354,0.7480731224004554,1.0401397410351632
31,0.8306832848466548,0.652964909972091,0.7024428050951124,0.7088462260528428,0.9160062907090052,0.6001835207183932,0.7750109092087147,0.978774464897876
32,0.7977549624609506,0.6657594367970497,0.6438445758686107,0.8451027240744434,0.9358454750302414,0.5556403398095895,0.7616275492937001,0.8839650956613716
33,0.7868483795850854,0.6674809237794421,0.6810902150161745,0.8657279969258296,0.9532044484495256,0.5302731310363807,0.7354009983961466,0.8992032452836688
34,,0.6709314184822158,,0.8380515513463567,0.9611589614352606,0.6117397474551792,0.7974701669405871,1.0168869162808114
35,,,,0.8331553471366324,,,,
